"SYMBOL 
","COMPANY 
","REGULATION 
","NAME OF THE ACQUIRER/DISPOSER 
","CATEGORY OF PERSON 
","TYPE OF SECURITY (PRIOR) 
","NO. OF SECURITY (PRIOR) 
","% SHAREHOLDING (PRIOR) 
","TYPE OF SECURITY (ACQUIRED/DISPLOSED) 
","NO. OF SECURITIES (ACQUIRED/DISPLOSED) 
","VALUE OF SECURITY (ACQUIRED/DISPLOSED) 
","ACQUISITION/DISPOSAL TRANSACTION TYPE 
","TYPE OF SECURITY (POST) 
","NO. OF SECURITY (POST) 
","% POST 
","DATE OF ALLOTMENT/ACQUISITION FROM 
","DATE OF ALLOTMENT/ACQUISITION TO 
","DATE OF INITMATION TO COMPANY 
","MODE OF ACQUISITION 
","DERIVATIVE TYPE SECURITY 
","DERIVATIVE CONTRACT SPECIFICATION 
","NOTIONAL VALUE(BUY) 
","NUMBER OF UNITS/CONTRACT LOT SIZE (BUY) 
","NOTIONAL VALUE(SELL) 
","NUMBER OF UNITS/CONTRACT LOT SIZE  (SELL) 
","EXCHANGE 
","REMARK 
","BROADCASTE DATE AND TIME 
","XBRL 
"
"HDFC","Housing Development Finance Corporation Limited","7(2)","SANKARANARAYAN R","Employees/Designated Employees","Equity Shares","117000","0.01",,"470","737830","Buy","Equity Shares","117470","0.01","08-Dec-2021","08-Dec-2021","08-Dec-2021","ESOP","-","-","0","0","0","0","NA","-","09-Dec-2021 18:08","https://archives.nseindia.com/corporate/xbrl/IT_1116648_568982_09122021060807_WEB.xml"
"HDFC","Housing Development Finance Corporation Limited","7(2)","SANKARANARAYAN R","Employees/Designated Employees","Equity Shares","117470","0.01",,"31000","48665350","Buy","Equity Shares","148470","0.01","08-Dec-2021","08-Dec-2021","08-Dec-2021","ESOP","-","-","0","0","0","0","NA","-","09-Dec-2021 18:08","https://archives.nseindia.com/corporate/xbrl/IT_1116648_568982_09122021060807_WEB.xml"
"HDFC","Housing Development Finance Corporation Limited","7(2)","VINAYAK SURESH KUVESKAR","Employees/Designated Employees","Equity Shares","Nil","0",,"1572","2843355","Buy","Equity Shares","1572","0","08-Dec-2021","08-Dec-2021","08-Dec-2021","ESOP","-","-","0","0","0","0","NA","-","09-Dec-2021 18:08","https://archives.nseindia.com/corporate/xbrl/IT_1116648_568982_09122021060807_WEB.xml"
"HDFC","Housing Development Finance Corporation Limited","7(2)","PRAVEEN R SIKCHI","Employees/Designated Employees","Equity Shares","19766","0",,"500","1427500","Pledge Revoke","Equity Shares","19766","0","08-Dec-2021","08-Dec-2021","08-Dec-2021","Revokation of Pledge","-","-","0","0","0","0","NA","-","09-Dec-2021 18:08","https://archives.nseindia.com/corporate/xbrl/IT_1116648_568982_09122021060807_WEB.xml"
"HDFC","Housing Development Finance Corporation Limited","7(2)","PRAVEEN R SIKCHI","Employees/Designated Employees","Equity Shares","19766","0",,"500","1427500","Sell","Equity Shares","19266","0","08-Dec-2021","08-Dec-2021","08-Dec-2021","Market Sale","-","-","0","0","0","0","NSE","-","09-Dec-2021 18:08","https://archives.nseindia.com/corporate/xbrl/IT_1116648_568982_09122021060807_WEB.xml"
"HDFC","Housing Development Finance Corporation Limited","7(2)","JOSEPH MATHEW","Employees/Designated Employees","Equity Shares","245740","0.01",,"6000","17052000","Sell","Equity Shares","239740","0.01","08-Dec-2021","08-Dec-2021","08-Dec-2021","Market Sale","-","-","0","0","0","0","NSE","-","09-Dec-2021 18:08","https://archives.nseindia.com/corporate/xbrl/IT_1116648_568982_09122021060807_WEB.xml"
"HDFC","Housing Development Finance Corporation Limited","7(2)","SANKARANARAYAN R","Employees/Designated Employees","Equity Shares","148470","0.01",,"2000","5714000","Sell","Equity Shares","146470","0.01","08-Dec-2021","08-Dec-2021","08-Dec-2021","Market Sale","-","-","0","0","0","0","NSE","-","09-Dec-2021 18:08","https://archives.nseindia.com/corporate/xbrl/IT_1116648_568982_09122021060807_WEB.xml"
"HDFC","Housing Development Finance Corporation Limited","7(2)","RANGAN SRINIVASA V","Director","Equity Shares","659225","0.04",,"50000","78492500","Buy","Equity Shares","709225","0.04","08-Dec-2021","08-Dec-2021","08-Dec-2021","ESOP","-","-","0","0","0","0","NA","-","09-Dec-2021 18:08","https://archives.nseindia.com/corporate/xbrl/IT_1116648_568982_09122021060807_WEB.xml"
"HDFC","Housing Development Finance Corporation Limited","7(2)","PASTAN STANY RODRIGUES","Employees/Designated Employees","Equity Shares","3000","0",,"400","1144000","Sell","Equity Shares","2600","0","08-Dec-2021","08-Dec-2021","08-Dec-2021","Market Sale","-","-","0","0","0","0","NSE","-","09-Dec-2021 18:08","https://archives.nseindia.com/corporate/xbrl/IT_1116648_568982_09122021060807_WEB.xml"
"HDFC","Housing Development Finance Corporation Limited","7(2)","PASTAN STANY RODRIGUES","Employees/Designated Employees","Equity Shares","3400","0",,"400","1139760","Sell","Equity Shares","3000","0","08-Dec-2021","08-Dec-2021","08-Dec-2021","Market Sale","-","-","0","0","0","0","NSE","-","09-Dec-2021 18:08","https://archives.nseindia.com/corporate/xbrl/IT_1116648_568982_09122021060807_WEB.xml"
"HDFC","Housing Development Finance Corporation Limited","7(2)","RANGAN SRINIVASA V","Director","Equity Shares","661225","0.04",,"2000","5650000","Sell","Equity Shares","659225","0.04","07-Dec-2021","07-Dec-2021","08-Dec-2021","Market Sale","-","-","0","0","0","0","NSE","-","09-Dec-2021 18:08","https://archives.nseindia.com/corporate/xbrl/IT_1116648_568982_09122021060807_WEB.xml"
"HDFC","Housing Development Finance Corporation Limited","7(2)","RANGAN SRINIVASA V","Director","Equity Shares","709225","0.04",,"10000","15698500","Buy","Equity Shares","719225","0.04","08-Dec-2021","08-Dec-2021","08-Dec-2021","ESOP","-","-","0","0","0","0","NA","-","09-Dec-2021 18:08","https://archives.nseindia.com/corporate/xbrl/IT_1116648_568982_09122021060807_WEB.xml"
"NBVENTURES","Nava Bharat Ventures Limited","7(2)","GORTHI RAMA KRISHNA PRASAD","Key Managerial Personnel","Equity Shares","65172","0.04",,"45440","0","Sell","Equity Shares","19732","0.01","07-Dec-2021","07-Dec-2021","08-Dec-2021","Gift","-","-","0","0","0","0","NA","-","09-Dec-2021 18:05","https://archives.nseindia.com/corporate/xbrl/IT_1116646_568978_09122021060516_WEB.xml"
"NBVENTURES","Nava Bharat Ventures Limited","7(2)","Gorthi Family Trust","Other","Equity Shares","109000","0.08",,"45440","0","Buy","Equity Shares","154440","0.11","07-Dec-2021","07-Dec-2021","08-Dec-2021","Gift","-","-","0","0","0","0","NA","-","09-Dec-2021 18:05","https://archives.nseindia.com/corporate/xbrl/IT_1116646_568978_09122021060516_WEB.xml"
"SUNTV","Sun TV Network Limited","7(2)","R. Ravi Venkatesh","Director","Equity Shares","16201","0",,"3500","1877995","Sell","Equity Shares","12701","0","03-Dec-2021","07-Dec-2021","07-Dec-2021","Market Sale","-","-","0","0","0","0","BSE","-","09-Dec-2021 17:59","https://archives.nseindia.com/corporate/xbrl/IT_1116644_568972_09122021055901_WEB.xml"
"PSPPROJECT","PSP Projects Limited","7(2)","PRAHALADBHAI SHIVRAMBHAI PATEL","Promoters","Equity Shares","18599308","51.66",,"25000","12493974","Buy","Equity Shares","18624308","51.73","08-Dec-2021","08-Dec-2021","09-Dec-2021","Market Purchase","-","-","0","0","0","0","NSE","-","09-Dec-2021 17:50","https://archives.nseindia.com/corporate/xbrl/IT_1116642_568958_09122021055043_WEB.xml"
"VSTTILLERS","V.S.T Tillers Tractors Limited","7(2)","V T Ravindra","Promoters","Equity Shares","28352","0.33",,"500","1471560","Buy","Equity Shares","28852","0.33","07-Dec-2021","08-Dec-2021","09-Dec-2021","Market Purchase","-","-","0","0","0","0","BSE,NSE","-","09-Dec-2021 17:49","https://archives.nseindia.com/corporate/xbrl/IT_1116640_568953_09122021054930_WEB.xml"
"VSTTILLERS","V.S.T Tillers Tractors Limited","7(2)","V S ARUN","Promoters","Equity Shares","218541","2.53",,"2089","6137680","Buy","Equity Shares","220630","2.55","07-Dec-2021","08-Dec-2021","09-Dec-2021","Market Purchase","-","-","0","0","0","0","BSE,NSE","-","09-Dec-2021 17:49","https://archives.nseindia.com/corporate/xbrl/IT_1116640_568953_09122021054930_WEB.xml"
"NAM-INDIA","Nippon Life India Asset Management Limited","7(2)","Sushil Budhia","Employees/Designated Employees","Equity Shares","10000","0",,"10000","3649500","Pledge Revoke","Equity Shares","10000","0","07-Dec-2021","07-Dec-2021","07-Dec-2021","Revokation of Pledge","-","-","0","0","0","0","NA","-","09-Dec-2021 17:48","https://archives.nseindia.com/corporate/xbrl/IT_1116639_568949_09122021054832_WEB.xml"
"NAM-INDIA","Nippon Life India Asset Management Limited","7(2)","Kirat Jitendra Desai","Employees/Designated Employees","Equity Shares","6278","0",,"300","11100","Sell","Equity Shares","5978","0","08-Dec-2021","08-Dec-2021","09-Dec-2021","Market Sale","-","-","0","0","0","0","BSE","-","09-Dec-2021 17:48","https://archives.nseindia.com/corporate/xbrl/IT_1116639_568949_09122021054832_WEB.xml"
"NAM-INDIA","Nippon Life India Asset Management Limited","7(2)","Dev Kumar Mahapatro","Employees/Designated Employees","Equity Shares","30000","0.01",,"10000","3632000","Pledge Revoke","Equity Shares","30000","0.01","06-Dec-2021","06-Dec-2021","08-Dec-2021","Revokation of Pledge","-","-","0","0","0","0","NA","-","09-Dec-2021 17:48","https://archives.nseindia.com/corporate/xbrl/IT_1116639_568949_09122021054832_WEB.xml"
"NAM-INDIA","Nippon Life India Asset Management Limited","7(2)","Sushil Budhia","Employees/Designated Employees","Equity Shares","10000","0",,"10000","3638700","Sell","Equity Shares","Nil","0","07-Dec-2021","07-Dec-2021","07-Dec-2021","Market Sale","-","-","0","0","0","0","NSE","-","09-Dec-2021 17:48","https://archives.nseindia.com/corporate/xbrl/IT_1116639_568949_09122021054832_WEB.xml"
"NAM-INDIA","Nippon Life India Asset Management Limited","7(2)","Kirat Jitendra Desai","Employees/Designated Employees","Equity Shares","3778","0",,"2500","558300","Buy","Equity Shares","6278","0","07-Dec-2021","07-Dec-2021","09-Dec-2021","ESOP","-","-","0","0","0","0","NA","-","09-Dec-2021 17:48","https://archives.nseindia.com/corporate/xbrl/IT_1116639_568949_09122021054832_WEB.xml"
"NAM-INDIA","Nippon Life India Asset Management Limited","7(2)","Kirat Jitendra Desai","Employees/Designated Employees","Equity Shares","4278","0",,"500","185000","Sell","Equity Shares","3778","0","06-Dec-2021","06-Dec-2021","09-Dec-2021","Market Sale","-","-","0","0","0","0","BSE","-","09-Dec-2021 17:48","https://archives.nseindia.com/corporate/xbrl/IT_1116639_568949_09122021054832_WEB.xml"
"NAM-INDIA","Nippon Life India Asset Management Limited","7(2)","Kirat Jitendra Desai","Employees/Designated Employees","Equity Shares","5778","0",,"1500","554275","Sell","Equity Shares","4278","0","29-Nov-2021","29-Nov-2021","09-Dec-2021","Market Sale","-","-","0","0","0","0","BSE","-","09-Dec-2021 17:48","https://archives.nseindia.com/corporate/xbrl/IT_1116639_568949_09122021054832_WEB.xml"
"NAM-INDIA","Nippon Life India Asset Management Limited","7(2)","Dev Kumar Mahapatro","Employees/Designated Employees","Equity Shares","30000","0.01",,"10000","3627617","Sell","Equity Shares","20000","0","06-Dec-2021","06-Dec-2021","08-Dec-2021","Market Sale","-","-","0","0","0","0","NSE","-","09-Dec-2021 17:48","https://archives.nseindia.com/corporate/xbrl/IT_1116639_568949_09122021054832_WEB.xml"
"CHAMBLFERT","Chambal Fertilizers & Chemicals Limited","7(2)","Zuari Global Limited","Promoters","Equity Shares","59015360","14.18",,"2900000","1154490000","Pledge","Equity Shares","59015360","14.18","07-Dec-2021","07-Dec-2021","08-Dec-2021","Pledge Creation","-","-","0","0","0","0","NA","-","09-Dec-2021 17:43","https://archives.nseindia.com/corporate/xbrl/IT_1116636_568938_09122021054307_WEB.xml"
"DCW","DCW Limited","7(2)","Usha Pramodkumar Jain","Promoters","Equity Shares","9433690","3.61",,"2385929","0","Sell","Equity Shares","7047761","2.7","07-Dec-2021","07-Dec-2021","08-Dec-2021","Gift","-","-","0","0","0","0","NA","-","09-Dec-2021 17:37","https://archives.nseindia.com/corporate/xbrl/IT_1116634_568930_09122021053716_WEB.xml"
"DCW","DCW Limited","7(2)","Sonalika Jain","Promoters","Equity Shares","1050100","0.4",,"2385929","0","Buy","Equity Shares","3436029","1.32","07-Dec-2021","07-Dec-2021","08-Dec-2021","Gift","-","-","0","0","0","0","NA","-","09-Dec-2021 17:37","https://archives.nseindia.com/corporate/xbrl/IT_1116634_568930_09122021053716_WEB.xml"
"CHAMBLFERT","Chambal Fertilizers & Chemicals Limited","7(2)","Zuari Global Limited","Promoters","Equity Shares","59015360","14.18",,"665000","261976750","Pledge Revoke","Equity Shares","59015360","14.18","06-Dec-2021","06-Dec-2021","08-Dec-2021","Revokation of Pledge","-","-","0","0","0","0","NA","-","09-Dec-2021 17:34","https://archives.nseindia.com/corporate/xbrl/IT_1116633_568926_09122021053452_WEB.xml"
"ABCAPITAL","Aditya Birla Capital Limited","7(2)","Birla Group Holdings Private Limited","Promoter Group","Equity Shares","177753156","7.36",,"176000","20199580","Buy","Equity Shares","177929156","7.36","03-Dec-2021","03-Dec-2021","07-Dec-2021","Market Purchase","-","-","0","0","0","0","NSE","-","09-Dec-2021 17:34","https://archives.nseindia.com/corporate/xbrl/IT_1116631_568919_09122021053404_WEB.xml"
"NAM-INDIA","Nippon Life India Asset Management Limited","7(2)","Shashank Shekhar","Employees/Designated Employees","Equity Shares","8343","0",,"5272","1350159","Buy","Equity Shares","13615","0","07-Dec-2021","07-Dec-2021","09-Dec-2021","ESOP","-","-","0","0","0","0","NA","-","09-Dec-2021 17:32","https://archives.nseindia.com/corporate/xbrl/IT_1116629_568916_09122021053238_WEB.xml"
"DBREALTY","D B Realty Limited","7(2)","Vinod Goenka HUF","Promoters","Equity Shares","4378321","1.8",,"10000","449813","Buy","Equity Shares","4388321","1.8","08-Dec-2021","08-Dec-2021","09-Dec-2021","Market Purchase","-","-","0","0","0","0","NSE","-","09-Dec-2021 17:28","https://archives.nseindia.com/corporate/xbrl/IT_1116627_568907_09122021052811_WEB.xml"
"JUSTDIAL","Just Dial Limited","7(2)","Vijay Gandhi","Employees/Designated Employees","Equity Shares","18086","0.02",,"2750","1938750","Sell","Equity Shares","15336","0.02","06-Dec-2021","06-Dec-2021","08-Dec-2021","Market Sale","-","-","0","0","0","0","BSE","-","09-Dec-2021 17:06","https://archives.nseindia.com/corporate/xbrl/IT_1116625_568885_09122021050658_WEB.xml"
"JUSTDIAL","Just Dial Limited","7(2)","Vijay Gandhi","Employees/Designated Employees","Equity Shares","14328","0.02",,"3758","300640","Buy","Equity Shares","18086","0.02","20-Oct-2021","20-Oct-2021","08-Dec-2021","ESOP","-","-","0","0","0","0","NA","-","09-Dec-2021 17:06","https://archives.nseindia.com/corporate/xbrl/IT_1116625_568885_09122021050658_WEB.xml"
"APTECHT","Aptech Limited","7(2)","Neeraj Malik","Other","Equity Shares","193200","0.47",,"4000","1505928","Sell","Equity Shares","189200","0.46","08-Dec-2021","08-Dec-2021","09-Dec-2021","Market Sale","-","-","0","0","0","0","NSE","-","09-Dec-2021 16:45","https://archives.nseindia.com/corporate/xbrl/IT_1116623_568865_09122021044550_WEB.xml"
"UJJIVAN","Ujjivan Financial Services Limited","7(2)","Deepak Khetan","Employees/Designated Employees","Equity Shares","Nil","0",,"15000","2103100","Buy","Equity Shares","15000","0.01","08-Dec-2021","09-Dec-2021","09-Dec-2021","Market Purchase","-","-","0","0","0","0","NSE","-","09-Dec-2021 16:44","https://archives.nseindia.com/corporate/xbrl/IT_1116622_568863_09122021044454_WEB.xml"
"WIPRO","Wipro Limited","7(3)","Bhanumurthy Ballapuram Muni","-","Equity Shares","392908","0",,"25000","16160386","Sell","Equity Shares","367908","0","08-Dec-2021","08-Dec-2021","09-Dec-2021","Market Sale","-","-","0","0","0","0","NSE","-","09-Dec-2021 16:37","https://archives.nseindia.com/corporate/xbrl/IT_1116620_568855_09122021043747_WEB.xml"
"KARDA","Karda Constructions Limited","7(2)","Naresh Jagumal Karda","Promoters","Equity Shares","239750000","38.98",,"3000000","55395203","Sell","Equity Shares","236750000","38.5","08-Dec-2021","08-Dec-2021","09-Dec-2021","Market Sale","-","-","0","0","0","0","NSE","-","09-Dec-2021 16:31","https://archives.nseindia.com/corporate/xbrl/IT_1116618_568842_09122021043145_WEB.xml"
"SIGMA","Sigma Solve Limited","7(3)","DIPTI JAYESHBHAI SHAH","-","Equity Shares","9600","0.23",,"600","337680","Sell","Equity Shares","9000","0.22","08-Dec-2021","08-Dec-2021","09-Dec-2021","Market Purchase","-","-","0","0","0","0","NSE","-","09-Dec-2021 16:18","https://archives.nseindia.com/corporate/xbrl/IT_1116615_568832_09122021041842_WEB.xml"
"PEL","Piramal Enterprises Limited","7(2)","Akshay Hiranandani","Employees/Designated Employees","Equity Shares","3571","0",,"3571","9091695","Sell","Equity Shares","Nil","0","06-Dec-2021","06-Dec-2021","08-Dec-2021","ESOP","-","-","0","0","0","0","NSE","-","09-Dec-2021 16:04","https://archives.nseindia.com/corporate/xbrl/IT_1116610_568818_09122021040402_WEB.xml"
"PEL","Piramal Enterprises Limited","7(2)","Piramal Enterprises Limited Senior Employees Welfare Trust","Other","Equity Shares","1110435","0.47",,"3571","9091682","Sell","Equity Shares","1106864","0.46","06-Dec-2021","06-Dec-2021","08-Dec-2021","ESOP","-","-","0","0","0","0","NSE","-","09-Dec-2021 16:04","https://archives.nseindia.com/corporate/xbrl/IT_1116610_568818_09122021040402_WEB.xml"
"PEL","Piramal Enterprises Limited","7(2)","Akshay Hiranandani","Employees/Designated Employees","Equity Shares","Nil","0",,"3571","9091695","Buy","Equity Shares","3571","0","06-Dec-2021","06-Dec-2021","08-Dec-2021","ESOP","-","-","0","0","0","0","NSE","-","09-Dec-2021 16:04","https://archives.nseindia.com/corporate/xbrl/IT_1116610_568818_09122021040402_WEB.xml"
"BIOCON","Biocon Limited","7(2)","RAKESH KUMAR BHASIN","-","Equity Shares","36750","0",,"4000","1500000","Sell","Equity Shares","32750","0","02-Dec-2021","02-Dec-2021","08-Dec-2021","Market Sale","-","-","0","0","0","0","BSE","-","09-Dec-2021 15:57","https://archives.nseindia.com/corporate/xbrl/IT_1116608_568812_09122021035725_WEB.xml"
"PATINTLOG","Patel Integrated Logistics Limited","7(2)","Yasmin Asgar Patel","Promoter Group","Equity Shares","604572","2.32",,"778828","1947070","Buy","Equity Shares","1383400","2.09","02-Dec-2021","02-Dec-2021","07-Dec-2021","Public Right","-","-","0","0","0","0","BSE","-","09-Dec-2021 15:42","https://archives.nseindia.com/corporate/xbrl/IT_1116606_568795_09122021034218_WEB.xml"
"PATINTLOG","Patel Integrated Logistics Limited","7(2)","Patel Holdings Limited","Promoters","Equity Shares","5025667","19.3",,"6121137","15302843","Buy","Equity Shares","11146804","16.88","02-Dec-2021","02-Dec-2021","07-Dec-2021","Public Right","-","-","0","0","0","0","BSE","-","09-Dec-2021 15:42","https://archives.nseindia.com/corporate/xbrl/IT_1116606_568795_09122021034218_WEB.xml"
"PATINTLOG","Patel Integrated Logistics Limited","7(2)","ASGAR SHAKOOR PATEL","Promoters","Equity Shares","2204510","8.47",,"5080000","12700000","Buy","Equity Shares","7284510","11.3","02-Dec-2021","02-Dec-2021","07-Dec-2021","Public Right","-","-","0","0","0","0","BSE","-","09-Dec-2021 15:42","https://archives.nseindia.com/corporate/xbrl/IT_1116606_568795_09122021034218_WEB.xml"
"PATINTLOG","Patel Integrated Logistics Limited","7(2)","WALL STREET SECURITIES AND INVESTMENTS INDIA LIMITED","Promoters","Equity Shares","565559","2.17",,"718891","1797228","Buy","Equity Shares","1284450","1.95","02-Dec-2021","02-Dec-2021","07-Dec-2021","Public Right","-","-","0","0","0","0","BSE","-","09-Dec-2021 15:42","https://archives.nseindia.com/corporate/xbrl/IT_1116606_568795_09122021034218_WEB.xml"
"PATINTLOG","Patel Integrated Logistics Limited","7(2)","A.S Patel Trust","Promoter Group","Equity Shares","1371500","5.27",,"3120000","7800000","Buy","Equity Shares","4491500","6.8","02-Dec-2021","02-Dec-2021","07-Dec-2021","Public Right","-","-","0","0","0","0","BSE","-","09-Dec-2021 15:42","https://archives.nseindia.com/corporate/xbrl/IT_1116606_568795_09122021034218_WEB.xml"
"PATINTLOG","Patel Integrated Logistics Limited","7(2)","Natasha Rajesh Pillai","Promoters","Equity Shares","472257","1.81",,"1080000","2700000","Buy","Equity Shares","1552257","2.35","02-Dec-2021","02-Dec-2021","07-Dec-2021","Public Right","-","-","0","0","0","0","BSE","-","09-Dec-2021 15:42","https://archives.nseindia.com/corporate/xbrl/IT_1116606_568795_09122021034218_WEB.xml"
"INTELLECT","Intellect Design Arena Limited","7(2)","Venkatesh Iyengar Srinivasan","-","Equity Shares","99950","0.07",,"1600","1089632","Sell","Equity Shares","98350","0.07","08-Dec-2021","08-Dec-2021","09-Dec-2021","Market Sale","-","-","0","0","0","0","NSE","-","09-Dec-2021 15:39","https://archives.nseindia.com/corporate/xbrl/IT_1116605_568787_09122021033904_WEB.xml"
"JSWSTEEL","JSW Steel Limited","7(2)","JSW Steel Employees Welfare Trust ? ESOP Plan 2016 A/c","Other","Equity Shares","17464613","0.72",,"14750","9919210","Sell","Equity Shares","17449863","0.72","08-Dec-2021","08-Dec-2021","08-Dec-2021","Market Sale","-","-","0","0","0","0","NSE","-","09-Dec-2021 15:17","https://archives.nseindia.com/corporate/xbrl/IT_1116602_568773_09122021031736_WEB.xml"
"JSWSTEEL","JSW Steel Limited","7(2)","JSW Steel Employees Welfare Trust ? ESOP Plan 2016 A/c","Other","Equity Shares","17465113","0.72",,"500","321796","Sell","Equity Shares","17464613","0.72","06-Dec-2021","06-Dec-2021","08-Dec-2021","Market Sale","-","-","0","0","0","0","NSE","-","09-Dec-2021 15:17","https://archives.nseindia.com/corporate/xbrl/IT_1116602_568773_09122021031736_WEB.xml"
"POLYCAB","Polycab India Limited","7(2)","Bharat Shyamyani","Employees/Designated Employees","Equity Shares","4550","0",,"450","1072071","Sell","Equity Shares","4100","0","06-Dec-2021","06-Dec-2021","08-Dec-2021","Market Sale","-","-","0","0","0","0","NSE","-","09-Dec-2021 14:58","https://archives.nseindia.com/corporate/xbrl/IT_1116600_568758_09122021025849_WEB.xml"
"SERVOTECH","Servotech Power Systems Limited","7(2)","VIKAS BHATIA","Promoter Group","Equity Shares","5000","0.03",,"1000","42150","Buy","Equity Shares","6000","0.03","08-Dec-2021","08-Dec-2021","09-Dec-2021","Market Purchase","-","-","0","0","0","0","NSE","-","09-Dec-2021 14:57","https://archives.nseindia.com/corporate/xbrl/IT_1116599_568754_09122021025703_WEB.xml"
"NYKAA","FSN E Commerce Ventures Limited","7(2)","Sobhagya Mohanty","-","Equity Shares","6118","0",,"1000","2285380","Sell","Equity Shares","5118","0","06-Dec-2021","06-Dec-2021","08-Dec-2021","Market Sale","-","-","0","0","0","0","NA","-","09-Dec-2021 14:27","https://archives.nseindia.com/corporate/xbrl/IT_1116594_568733_09122021022728_WEB.xml"
"NYKAA","FSN E Commerce Ventures Limited","7(2)","Neha Kanoria","-","Equity Shares","358180","0.08",,"15000","33490050","Sell","Equity Shares","343180","0.07","06-Dec-2021","06-Dec-2021","08-Dec-2021","Market Sale","-","-","0","0","0","0","NA","-","09-Dec-2021 14:27","https://archives.nseindia.com/corporate/xbrl/IT_1116594_568733_09122021022728_WEB.xml"
"MINDTREE","MindTree Limited","7(2)","Suresh Gurumurthy","Employees/Designated Employees","Equity Shares","27860","0.02",,"1000","4620000","Sell","Equity Shares","26860","0.02","08-Dec-2021","08-Dec-2021","09-Dec-2021","Market Sale","-","-","0","0","0","0","NSE","-","09-Dec-2021 14:19","https://archives.nseindia.com/corporate/xbrl/IT_1116591_568724_09122021021929_WEB.xml"
"APTECHT","Aptech Limited","7(2)","Vishal Mehra","Employees/Designated Employees","Equity Shares","4755","0.01",,"5400","1973700","Buy","Equity Shares","10155","0.02","07-Dec-2021","07-Dec-2021","07-Dec-2021","ESOP","-","-","0","0","0","0","NA","-","09-Dec-2021 14:15","https://archives.nseindia.com/corporate/xbrl/IT_1116590_568719_09122021021519_WEB.xml"
"APTECHT","Aptech Limited","7(2)","ANIL PANT","Key Managerial Personnel","Equity Shares","186136","0.46",,"234000","85527000","Buy","Equity Shares","420136","1.02","07-Dec-2021","07-Dec-2021","07-Dec-2021","ESOP","-","-","0","0","0","0","NA","-","09-Dec-2021 14:15","https://archives.nseindia.com/corporate/xbrl/IT_1116590_568719_09122021021519_WEB.xml"
"APTECHT","Aptech Limited","7(2)","Easo Thampy Mathew","Employees/Designated Employees","Equity Shares","6240","0.02",,"4400","1608200","Buy","Equity Shares","10640","0.03","07-Dec-2021","07-Dec-2021","07-Dec-2021","ESOP","-","-","0","0","0","0","NA","-","09-Dec-2021 14:15","https://archives.nseindia.com/corporate/xbrl/IT_1116590_568719_09122021021519_WEB.xml"
"APTECHT","Aptech Limited","7(2)","Neeraj Malik","Other","Equity Shares","123000","0.3",,"70200","25658100","Buy","Equity Shares","193200","0.47","07-Dec-2021","07-Dec-2021","07-Dec-2021","ESOP","-","-","0","0","0","0","NA","-","09-Dec-2021 14:15","https://archives.nseindia.com/corporate/xbrl/IT_1116590_568719_09122021021519_WEB.xml"
"ORICONENT","Oricon Enterprises Limited","7(2)","S K Somani & Company (Partnership Firm)","Promoter Group","Equity Shares","15756097","10.03",,"25000","981357","Buy","Equity Shares","15781097","10.04","08-Dec-2021","08-Dec-2021","09-Dec-2021","Market Purchase","-","-","0","0","0","0","NSE","-","09-Dec-2021 14:11","https://archives.nseindia.com/corporate/xbrl/IT_1116589_568716_09122021021141_WEB.xml"
"SANCO","Sanco Industries Limited","7(2)","SANJAY GUPTA HUF","Promoters","Equity Shares","1033276","8.98",,"29846","255183","Sell","Equity Shares","1003430","8.71","09-Dec-2021","09-Dec-2021","09-Dec-2021","Market Sale","-","-","0","0","0","0","NSE","-","09-Dec-2021 13:44","https://archives.nseindia.com/corporate/xbrl/IT_1116585_568709_09122021014412_WEB.xml"
"BBOX","Black Box Limited","7(2)","Jagdeesh Janardan Mhalgi","Employees/Designated Employees","Equity Shares","10364","0.03",,"837","795394","Sell","Equity Shares","9527","0.03","03-Dec-2021","07-Dec-2021","07-Dec-2021","Market Sale","-","-","0","0","0","0","NSE","-","09-Dec-2021 13:35","https://archives.nseindia.com/corporate/xbrl/IT_1116583_568703_09122021013539_WEB.xml"
"BBOX","Black Box Limited","7(2)","Jagdeesh Janardan Mhalgi","Employees/Designated Employees","Equity Shares","9527","0.03",,"884","852136","Sell","Equity Shares","8643","0.03","06-Dec-2021","07-Dec-2021","07-Dec-2021","Market Sale","-","-","0","0","0","0","BSE","-","09-Dec-2021 13:35","https://archives.nseindia.com/corporate/xbrl/IT_1116583_568703_09122021013539_WEB.xml"
"PALASHSECU","Palash Securities Limited","7(2)","YASHOVARDHAN INVESTMENT & TRADING COMPANY LIMITED","Promoter Group","Equity Shares","200161","2",,"5235","375059","Buy","Equity Shares","205396","2.05","06-Dec-2021","07-Dec-2021","08-Dec-2021","Market Purchase","-","-","0","0","0","0","NSE","-","09-Dec-2021 12:59","https://archives.nseindia.com/corporate/xbrl/IT_1116580_568688_09122021125942_WEB.xml"
"GANGESSECU","Ganges Securities Limited","7(2)","YASHOVARDHAN INVESTMENT & TRADING COMPANY LIMITED","Promoter Group","Equity Shares","589759","5.9",,"6411","515834","Buy","Equity Shares","596170","5.96","06-Dec-2021","08-Dec-2021","08-Dec-2021","Market Purchase","-","-","0","0","0","0","NSE","-","09-Dec-2021 12:34","https://archives.nseindia.com/corporate/xbrl/IT_1116576_568660_09122021123425_WEB.xml"
